subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-4329cf,A-9f0b68,2024-06-25,,Pro,10,839,10068,False,False,False,False,monthly,True
S-00a471,A-9f0b68,2024-09-29,,Enterprise,30,0,0,True,False,False,False,monthly,False
S-18be7a,A-d3c88e,2024-10-28,,Basic,8,315,3780,False,False,False,False,monthly,True
S-d63d04,A-d3c88e,2024-10-21,,Enterprise,33,6454,77448,False,False,False,False,annual,True
S-2a45a4,A-ccb686,2024-05-16,,Pro,74,5429,65148,False,False,False,False,monthly,False
S-571efb,A-118f1c,2024-10-31,2024-11-12,Basic,15,605,7260,False,False,False,True,annual,False
S-1752e6,A-118f1c,2024-11-05,2024-11-06,Pro,23,1911,22932,False,False,False,True,monthly,True
S-ab55fd,A-118f1c,2024-11-06,,Basic,42,1483,17796,False,True,False,False,annual,False
S-88030c,A-118f1c,2024-11-11,2024-11-12,Enterprise,37,5203,62436,False,False,False,True,monthly,False
S-f245c6,A-118f1c,2024-11-03,,Enterprise,23,3437,41244,False,False,False,False,annual,False
S-092ad1,A-0e966d,2024-07-13,,Basic,99,2898,34776,False,False,False,False,monthly,True
S-fa032e,A-0e966d,2024-08-08,,Pro,10,728,8736,False,False,False,False,monthly,True
S-b5856a,A-b9f5b1,2023-04-18,2024-07-23,Enterprise,51,7178,86136,False,False,False,True,monthly,True
S-3cff26,A-b9f5b1,2023-05-13,2024-07-29,Pro,44,4010,48120,False,False,False,True,monthly,True
S-4a5628,A-8ae3fc,2024-08-09,,Pro,38,2890,34680,False,False,False,False,monthly,True
S-885c92,A-55f257,2024-02-18,2024-08-03,Basic,71,3447,41364,False,False,False,True,monthly,True
S-5a15d7,A-55f257,2024-01-03,,Pro,13,0,0,True,False,False,False,annual,False
S-8a5d07,A-55f257,2024-02-01,2024-07-30,Pro,68,5696,68352,False,False,True,True,annual,False
S-93c1aa,A-55f257,2024-04-27,2024-07-27,Enterprise,46,9528,114336,False,False,True,True,annual,False
S-c329fc,A-55f257,2024-04-20,2024-07-31,Basic,13,528,6336,False,False,False,True,annual,True
S-364c86,A-d26ab4,2024-12-13,,Enterprise,29,5408,64896,False,False,False,False,annual,True
S-0a703b,A-d26ab4,2024-11-27,,Enterprise,21,4064,48768,False,False,False,False,annual,False
S-b7cb93,A-d26ab4,2024-11-09,,Pro,46,4420,53040,False,False,False,False,monthly,True
S-6d4ad8,A-d26ab4,2024-11-19,,Enterprise,29,0,0,True,False,True,False,monthly,False
S-837018,A-712533,2023-08-09,,Basic,24,793,9516,False,False,True,False,annual,True
S-3557b7,A-712533,2023-07-31,2023-08-23,Pro,23,1988,23856,False,True,False,True,monthly,False
S-d7ff6c,A-781cc0,2024-10-18,,Pro,9,652,7824,False,False,True,False,monthly,True
S-7ec55e,A-781cc0,2024-10-02,,Pro,28,2055,24660,False,False,False,False,monthly,False
S-8ba23e,A-781cc0,2024-10-30,,Pro,19,1554,18648,False,True,False,False,annual,True
